scope,url,media_name,media_type,media_focus,language,domain,state_abbr
Monrovia,http://kgem.tv/,KGEM,BC,GI,ENG,kgem.tv,ca
Monrovia,http://www.monrovianow.com/,Monrovia Now,IN,GI,ENG,monrovianow.com,ca
Monrovia,http://www.monroviaweekly.com/,Monrovia Weekly,NP,GI,ENG,monroviaweekly.com,ca
Montebello,http://egpnews.com/category/editions/montebello-comet/,Montebello Comet,NP,ET,ENG,egpnews.com,ca
Montecito,http://www.montecitojournal.net/,Montecito Journal,NP,GI,ENG,montecitojournal.net,ca
Monterey,http://www.telemundo23.com/,KMUV,BC,GI,SPA,telemundo23.com,ca
Monterey,http://noticias.entravision.com/monterey-salinas/,KSMS,BC,GI,SPA,noticias.entravision.com,ca
Monterey,http://www.montereyherald.com/,Monterey County Herald,NP,GI,ENG,montereyherald.com,ca
Monterey,http://www.montereycountyweekly.com/,Monterey County Weekly,NP,AL,ENG,montereycountyweekly.com,ca
Monterey Park,http://www.campusnews.elac.org/,Campus News,NP,CO,ENG,www.campusnews.elac.org,ca
Monterey Park,http://www.sgvjournal.com/,Monterey Park and West Valley,NP,GI,ENG,sgvjournal.com,ca
Monterey Park,http://egpnews.com/category/editions/monterey-park-comet/,Monterey Park Comet,NP,ET,ENG,egpnews.com,ca
Monterey Park,http://www.montereyparkpress.com/,Monterey Park Press,NP,GI,ENG,montereyparkpress.com,ca
Moorpark,http://www.communitylinknews.com/,Community Link,NP,GI,ENG,communitylinknews.com,ca
Moorpark,http://www.mpacorn.com/,Moorpark Acorn,NP,GI,ENG,mpacorn.com,ca
Moorpark,http://www.studentvoiceonline.com/,Student Voice,NP,CO,ENG,studentvoiceonline.com,ca
Moraga,http://www.lamorindaweekly.com/,Lamorinda Weekly,NP,GI,ENG,lamorindaweekly.com,ca
Moreno Valley,http://morenovalley.citynewsgroup.com/,Moreno Valley City News,NP,GI,ENG,morenovalley.citynewsgroup.com,ca
Morgan Hill,http://www.morganhilltimes.com/,Morgan Hill Times,NP,GI,ENG,morganhilltimes.com,ca
Mountain View,http://www.mv-voice.com/,Mountain View Voice,NP,GI,ENG,mv-voice.com,ca
Murrieta,http://www.thebugle.com/,Bugle,NP,GI,ENG,thebugle.com,ca
Napa,http://www.cronicasnewspaper.com/,Cronicas,NP,ET,SPA,cronicasnewspaper.com,ca
Napa,http://napavalleyregister.com/,Napa Valley Register,NP,GI,ENG,napavalleyregister.com,ca
Natomas,http://www.natomasbuzz.com/,Natomas Buzz,IN,GI,ENG,natomasbuzz.com,ca
Natomas,http://natomasmessenger.com/,Natomas Messenger,NP,GI,ENG,natomasmessenger.com,ca
Needles,http://www.mohavedailynews.com/needles_desert_star/,Needles Desert Star,NP,GI,ENG,mohavedailynews.com,ca
Newport Beach,http://www.coastmagazine.com/,Coast Magazine,MG,GI,ENG,coastmagazine.com,ca
Newport Beach,http://epaper.ocregister.com/Olive/ODE/OCWTheCurrentWest/,Current,NP,GI,ENG,epaper.ocregister.com,ca
Newport Beach,http://www.newportbeachindy.com/,Newport Beach Independent,NP,GI,ENG,newportbeachindy.com,ca
Newport Beach,http://newportbeachmagazine.com/,Newport Beach Magazine,MG,GI,ENG,newportbeachmagazine.com,ca
Newport Beach,http://www.orangecoast.com/,Orange Coast,MG,GI,ENG,orangecoast.com,ca
Newport Beach,http://www.coronadelmartoday.com/,Corona del Mar Today,IN,GI,ENG,coronadelmartoday.com,ca
Nipomo,http://theadobepress.com/,Adobe Press,NP,GI,ENG,theadobepress.com,ca
North Highlands,http://northcountymessenger.com/,North County Messenger,NP,GI,ENG,northcountymessenger.com,ca
Norwalk,http://www.talonmarks.com/,Talon Marks,NP,CO,ENG,talonmarks.com,ca
Novato,http://www.marinij.com/,Marin Independent Journal,NP,GI,ENG,marinij.com,ca
Novato,http://www.marinscope.com/novato_advance/,Novato Advance,NP,GI,ENG,marinscope.com,ca
Oakdale,http://www.oakdaleleader.com/,Oakdale Leader,NP,GI,ENG,oakdaleleader.com,ca
Oakhurst,http://www.sierrastar.com/,Sierra Star,NP,GI,ENG,sierrastar.com,ca
Oakland,http://www.thecampanil.com/,Campanil,NP,CO,ENG,thecampanil.com,ca
Oakland,http://www.catholicvoiceoakland.org/,Catholic Voice,NP,RL,ENG,catholicvoiceoakland.org,ca
Oakland,http://www.eastbayexpress.com/,East Bay Express,NP,AL,ENG,eastbayexpress.com,ca
Oakland,https://postnewsgroup.com/category/el-mundo/,El Mundo,NP,ET,SPA,postnewsgroup.com,ca
Oakland,http://www.laneytower.com/,Laney Tower,NP,CO,ENG,laneytower.com,ca
Oakland,http://oaklandlocal.com/,Oakland Local,IN,GI,ENG,oaklandlocal.com,ca
Oakland,https://postnewsgroup.com/category/oakland/,Oakland Post,NP,ET,ENG,postnewsgroup.com,ca
Oakland,http://www.insidebayarea.com/oakland-tribune,Oakland Tribune,NP,GI,ENG,insidebayarea.com,ca
Oakland,https://postnewsgroup.com/,Post News Group,IN,ET,ENG,postnewsgroup.com,ca
Oakland (Montclair),http://www.insidebayarea.com/montclair,Montclarion,NP,GI,ENG,insidebayarea.com,ca
Oakley,http://www.contracostatimes.com/oakley/,Oakley News,NP,GI,ENG,contracostatimes.com,ca
Ojai,http://www.ojaipost.com/,Ojai Post,IN,GI,ENG,ojaipost.com,ca
Ojai,http://www.ojaivalleynews.com/,Ojai Valley News,NP,GI,ENG,ojaivalleynews.com,ca
Ontario,http://www.dailybulletin.com/ontario/,City News,NP,GI,ENG,dailybulletin.com,ca
Ontario,http://www.dailybulletin.com/,Inland Valley Daily Bulletin,NP,GI,ENG,dailybulletin.com,ca
Orange,http://epaper.ocregister.com/Olive/ODE/OCWOrangeCityNews/,Orange City News,NP,GI,ENG,epaper.ocregister.com,ca
Orange,http://occatholic.com/,Orange County Catholic,NP,RL,ENG,occatholic.com,ca
Orange,http://www.thepantheronline.com/,Panther,NP,CO,ENG,thepantheronline.com,ca
Orange (East),http://www.foothillssentry.com/,Foothills Sentry,NP,GI,ENG,foothillssentry.com,ca
Orange Cove,http://www.reedleyexponent.com/publications/orange_cove_and_mountain_times/,Orange Cove and Mountain Times,NP,GI,ENG,reedleyexponent.com,ca
Orangevale,http://orangevalesun.com/,Orangevale Sun,NP,GI,ENG,orangevalesun.com,ca
Orland,http://www.orland-press-register.com/,Orland Press Register,NP,GI,ENG,orland-press-register.com,ca
Oroville,http://www.diggernews.com/,Digger Shopper and News,NP,SH,ENG,diggernews.com,ca
Oroville,http://www.orovillemr.com/,Oroville Mercury Register,NP,GI,ENG,orovillemr.com,ca
Oxnard,http://www.oxnard-journal.com/,Oxnard Journal,IN,GI,ENG,oxnard-journal.com,ca
Oxnard,http://www.tricountysentry.com/,Tri County Sentry,NP,ET,ENG,tricountysentry.com,ca
Oxnard,http://www.vidanewspaper.com/,Vida,NP,ET,SPA,vidanewspaper.com,ca
Pacific Grove,http://www.pgbulletin.com/,Coastal Magazine,MG,GI,ENG,pgbulletin.com,ca
Pacifica,http://www.mercurynews.com/pacifica,Pacifica Tribune,NP,GI,ENG,mercurynews.com,ca
Palm Desert,http://thechaparral.net/,Chaparral,NP,CO,ENG,thechaparral.net,ca
Palm Desert,http://www.palmdesertmagazine.com/,Palm Desert Magazine,MG,GI,ENG,palmdesertmagazine.com,ca
Palm Springs,http://www.thebeaconnewspapers.com/coachella-valley-edition,Coachella Valley Beacon,NP,SN,ENG,thebeaconnewspapers.com,ca
Palm Springs,http://desertlocalnews.com/,Desert Local News,NP,GI,ENG,desertlocalnews.com,ca
Palm Springs,http://desertstarweekly.com/,Desert Star Weekly,NP,AL,ENG,desertstarweekly.com,ca
Palm Springs,http://www.desertsun.com/,Desert Sun,NP,GI,ENG,desertsun.com,ca
Palm Springs,http://www.kesq.com/,KESQ,BC,GI,ENG,kesq.com,ca
Palm Springs,http://www.kmir.com/,KMIR,BC,GI,ENG,kmir.com,ca
Palm Springs,http://www.kesq.com/cbs,KPSP,BC,GI,ENG,kesq.com,ca
Palm Springs,http://www.kesq.com/kunamundo,KUNA,BC,ET,SPA,kesq.com,ca
Palm Springs,http://noticias.entravision.com/palm-springs/,KVER,BC,ET,SPA,noticias.entravision.com,ca
Palm Springs,http://www.palmspringslife.com/,Palm Springs Life,MG,GI,ENG,palmspringslife.com,ca
Palm Springs,http://www.desertpublicrecord.com/,Public Record,NP,BU,ENG,desertpublicrecord.com,ca
Palmdale,http://www.avpress.com/,Antelope Valley Press,NP,GI,ENG,avpress.com,ca
Palo Alto,http://www.padailypost.com/,Daily Post,NP,GI,ENG,padailypost.com,ca
Palo Alto,http://www.mercurynews.com/peninsula,Palo Alto Daily News,NP,GI,ENG,mercurynews.com,ca
Palo Alto,http://www.paloaltoonline.com/,Palo Alto Weekly,NP,GI,ENG,paloaltoonline.com,ca
Palo Cedro,http://eastvalleytimes.com/,East Valley Times,NP,GI,ENG,eastvalleytimes.com,ca
Paradise,http://www.paradisepost.com/,Paradise Post,NP,GI,ENG,paradisepost.com,ca
Paramount,http://www.paramountjournal.org/,Paramount Journal,NP,GI,ENG,paramountjournal.org,ca
Parlier,http://www.reedleyexponent.com/publications/parlier_post/,Parlier Post,NP,GI,ENG,reedleyexponent.com,ca
Pasadena,http://www.pasadenaindependent.com/,Pasadena Independent,NP,GI,ENG,pasadenaindependent.com,ca
Pasadena,http://pasadenajournal.com/,Pasadena Journal News,NP,ET,ENG,pasadenajournal.com,ca
Pasadena,http://www.pasadenanow.com/,Pasadena Now,IN,GI,ENG,pasadenanow.com,ca
Pasadena,http://www.pasadenastarnews.com/,Pasadena Star News,NP,GI,ENG,pasadenastarnews.com,ca
Pasadena,http://www.pasadenaweekly.com/,Pasadena Weekly,NP,AL,ENG,pasadenaweekly.com,ca
Pasadena,http://www.pcccourier.com/,PCC Courier,NP,CO,ENG,pcccourier.com,ca
Paso Robles,https://pasoroblesdailynews.com/,Paso Robles Daily News,IN,GI,ENG,pasoroblesdailynews.com,ca
Paso Robles,http://www.pasoroblespress.com/,Paso Robles Press,NP,GI,ENG,pasoroblespress.com,ca
Patterson,http://www.goldenstatenewspapers.com/patterson_irrigator/,Patterson Irrigator,NP,GI,ENG,goldenstatenewspapers.com,ca
Perris,http://www.theperrisprogress.com/,Perris Progress,NP,GI,ENG,theperrisprogress.com,ca
Petaluma,http://www.petaluma360.com/,Petaluma Argus Courier,NP,GI,ENG,petaluma360.com,ca
Phelan,http://www.mtprogress.net/,Mountaineer Progress,NP,GI,ENG,mtprogress.net,ca
Piedmont,http://www.insidebayarea.com/piedmont,Piedmonter,NP,GI,ENG,insidebayarea.com,ca
Placentia,http://epaper.ocregister.com/Olive/ODE/OCWPlacentiaNewsTimes/,Placentia News Times,NP,GI,ENG,epaper.ocregister.com,ca
Placerville,http://www.goldpanner.net/,Gold Panner,NP,SH,ENG,goldpanner.net,ca
Placerville,http://www.mtdemocrat.com/,Placerville Mountain Democrat,NP,GI,ENG,mtdemocrat.com,ca
Pleasant Hill,http://www.dvcinquirer.com/,Inquirer,NP,CO,ENG,dvcinquirer.com,ca
Pleasanton,http://www.pleasantonweekly.com/,Pleasanton Weekly,NP,GI,ENG,pleasantonweekly.com,ca
Pleasanton,http://www.contracostatimes.com/tri-valley-times,Tri Valley Times,NP,GI,ENG,contracostatimes.com,ca
Point Reyes Station,http://kwmr.org/,KWMR,BC,GI,ENG,kwmr.org,ca
Point Reyes Station,http://www.ptreyeslight.com/,Point Reyes Light,NP,GI,ENG,ptreyeslight.com,ca
Point Reyes Station,http://www.westmarincitizen.com/,West Marin Citizen,NP,GI,ENG,westmarincitizen.com,ca
Pomona,http://www.dailybulletin.com/pomona/,City News,NP,GI,ENG,dailybulletin.com,ca
Pomona,http://www.thepolypost.com/,Poly Post,NP,CO,ENG,thepolypost.com,ca
Pope Valley,http://www.lakeberryessanews.com/,Lake Berryessa News,NP,GI,ENG,lakeberryessanews.com,ca
Porterville,http://www.recorderonline.com/news/noticiero_semanal/,Noticiero Semanal,NP,ET,SPA,recorderonline.com,ca
Porterville,http://www.recorderonline.com/,Porterville Recorder,NP,GI,ENG,recorderonline.com,ca
Portola,http://www.smalltownpapers.com/newspapers/newspaper.php?id=319,Portola Reporter,NP,GI,ENG,smalltownpapers.com,ca
Poway,http://www.pomeradonews.com/,Poway News Chieftain,NP,GI,ENG,pomeradonews.com,ca
Quincy,http://www.smalltownpapers.com/newspapers/newspaper.php?id=138,Feather River Bulletin,NP,GI,ENG,smalltownpapers.com,ca
Ramona,http://www.ramonasentinel.com/,Ramona Sentinel,NP,GI,ENG,ramonasentinel.com,ca
Rancho Cordova,http://ranchocordovaindependent.com/,Grapevine Independent,NP,GI,ENG,ranchocordovaindependent.com,ca
Rancho Cucamonga,http://thebreezeonline.com/,Breeze,NP,CO,ENG,thebreezeonline.com,ca
Rancho Cucamonga,http://www.busjournal.com/,Inland Empire Business Journal,NP,BU,ENG,busjournal.com,ca
Rancho Murieta,http://www.ranchomurieta.com/,Rancho Murieta,IN,GI,ENG,ranchomurieta.com,ca
Rancho Palos Verdes,http://www.pvnews.com/,Palos Verdes Peninsula News,NP,GI,ENG,pvnews.com,ca
Rancho Santa Fe,http://www.rsfmagazine.com/,Rancho Santa Fe Magazine,MG,GI,ENG,rsfmagazine.com,ca
Rancho Santa Fe,http://www.thecoastnews.com/city-ranchosantafe/,Rancho Santa Fe News,NP,GI,ENG,thecoastnews.com,ca
Rancho Santa Fe,http://www.rsfpost.com/,Rancho Santa Fe Post,IN,GI,ENG,rsfpost.com,ca
Rancho Santa Fe,http://www.ranchosantafereview.com/,Rancho Santa Fe Review,NP,GI,ENG,ranchosantafereview.com,ca
Rancho Santa,http://epaper.ocregister.com/Olive/ODE/OCWRSMNews/,Rancho Canyon News,NP,GI,ENG,epaper.ocregister.com,ca
Red Bluff,http://www.redbluffdailynews.com/,Red Bluff Daily News,NP,GI,ENG,redbluffdailynews.com,ca
Redding,http://www.after5online.com/,After Five,NP,AL,ENG,after5online.com,ca
Redding,http://www.krcrtv.com/,KRCR,BC,GI,ENG,krcrtv.com,ca
Redding,http://www.sclance.com/,Lance,NP,CO,ENG,sclance.com,ca
Redding,http://www.recycler.com/reddingnickel,Redding Nickel,NP,SH,ENG,recycler.com,ca
Redding,http://www.redding.com/,Redding Record Searchlight,NP,GI,ENG,redding.com,ca
Redlands,http://inlandempire.us/,Inland Empire,IN,GI,ENG,inlandempire.us,ca
Redlands,http://redlands.citynewsgroup.com/,Redlands City News,NP,GI,ENG,redlands.citynewsgroup.com,ca
Redlands,http://www.redlandsdailyfacts.com/,Redlands Daily Facts,NP,GI,ENG,redlandsdailyfacts.com,ca
Reedley,http://www.reedleyexponent.com/,Reedley Exponent,NP,GI,ENG,reedleyexponent.com,ca
Rialto,http://iecn.com/choose-your-edition/rialto-record/,Rialto Record,NP,GI,ENG,iecn.com,ca
Richmond,http://richmondconfidential.org/,Richmond Confidential,IN,GI,ENG,richmondconfidential.org,ca
Richmond,https://postnewsgroup.com/category/richmond/,Richmond Post,NP,ET,ENG,postnewsgroup.com,ca
Richmond,http://richmondstandard.com/,Richmond Standard,IN,GI,ENG,richmondstandard.com,ca
Ridgecrest,http://www.ridgecrestca.com/,Daily Independent,BC,GI,ENG,ridgecrestca.com,ca
Ridgecrest,http://www.kzgn.net/,KZGN,NP,GI,ENG,kzgn.net,ca
Ripon,http://www.riponrecordnews.com/,Ripon Record,NP,GI,ENG,riponrecordnews.com,ca
Riverbank,http://www.theriverbanknews.com/,Riverbank News,NP,GI,ENG,theriverbanknews.com,ca
Riverside,http://www.blackvoicenews.com/,Black Voice News,NP,ET,ENG,blackvoicenews.com,ca
Riverside,http://www.highlandernews.org/,Highlander,NP,CO,ENG,highlandernews.org,ca
Riverside,http://www.inlandnewstoday.com/,Inland News Today,BC,GI,ENG,inlandnewstoday.com,ca
Riverside,http://www.pe.com/,Press Enterprise,NP,GI,ENG,pe.com,ca
Riverside,https://riversidecountynewssource.org/,Riverside County News Source,IN,GI,ENG,riversidecountynewssource.org,ca
Riverside,http://www.countyrecordnews.com/,Riverside County Record,NP,GI,ENG,countyrecordnews.com,ca
Riverside,http://www.unidossc.com/sections/inland-empire/,Unidos,NP,ET,SPA,unidossc.com,ca
Riverside,http://viewpointsonline.org/,Viewpoints,NP,CO,ENG,viewpointsonline.org,ca
Rocklin,http://www.placerherald.com/,Placer Herald,NP,GI,ENG,placerherald.com,ca
Rocklin,http://www.rocklintoday.com/,Rocklin and Roseville Today,IN,GI,ENG,rocklintoday.com,ca
Rohnert Park,http://www.thecommunityvoice.com/,Community Voice,NP,GI,ENG,thecommunityvoice.com,ca
Rohnert Park,http://www.sonomastatestar.com/,Sonoma State Star,NP,CO,ENG,sonomastatestar.com,ca
Rosamond,http://www.rosamondnews.com/,Rosamond News,NP,GI,ENG,rosamondnews.com,ca
Rosemead,http://www.rosemeadreader.com/,Rosemead Reader,NP,GI,ENG,rosemeadreader.com,ca
Roseville,http://placermercury.com/,Mercury,NP,GI,ENG,placermercury.com,ca
Roseville,http://www.thepresstribune.com/,Roseville and Granite View Press,NP,GI,ENG,thepresstribune.com,ca
Sacramento,http://www.arcurrent.com/,American River Current,NP,CO,ENG,arcurrent.com,ca
Sacramento,http://capitolweekly.net/,Capitol Weekly,NP,GI,ENG,capitolweekly.net,ca
Sacramento,http://www.diocese-sacramento.org/,Catholic Herald,NP,RL,ENG,diocese-sacramento.org,ca
Sacramento,http://www.thecrcconnection.com/,Connection,NP,CO,ENG,thecrcconnection.com,ca
Sacramento,http://saccityexpress.com/,Express,NP,CO,ENG,saccityexpress.com,ca
Sacramento,http://www.kcra.com/,KCRA,BC,GI,ENG,kcra.com,ca
Sacramento,http://telemundo33sacramento.com/,KCSO,BC,ET,SPA,telemundo33sacramento.com,ca
Sacramento,http://www.kfbk.com/,KFBK,BC,GI,ENG,kfbk.com,ca
Sacramento,http://gooddaysacramento.cbslocal.com/,KMAX,BC,GI,ENG,gooddaysacramento.cbslocal.com,ca
Sacramento,http://sacramento.cbslocal.com/,KOVR,BC,GI,ENG,sacramento.cbslocal.com,ca
Sacramento,http://fox40.com/,KTXL,BC,GI,ENG,fox40.com,ca
Sacramento,http://www.univision.com/sacramento,KUVS,BC,ET,SPA,univision.com,ca
Sacramento,http://www.capradio.org/,KXJZ,BC,GI,ENG,capradio.org,ca
Sacramento,http://www.news10.net/,KXTV,BC,GI,ENG,news10.net,ca
Sacramento,http://www.philippinefiesta.net/,Philippine Fiesta,NP,ET,ENG,philippinefiesta.net,ca
Sacramento,http://www.sacbee.com/,Sacramento Bee,NP,GI,ENG,sacbee.com,ca
Sacramento,http://www.bizjournals.com/sacramento/,Sacramento Business Journal,NP,BU,ENG,bizjournals.com,ca
Sacramento,http://www.sacgazette.com/,Sacramento Gazette,NP,GI,ENG,sacgazette.com,ca
Sacramento,http://www.sacmag.com/,Sacramento Magazine,MG,GI,ENG,sacmag.com,ca
Sacramento,http://www.newsreview.com/sacramento/,Sacramento News and Review,NP,AL,ENG,newsreview.com,ca
Sacramento,http://sacobserver.com/,Sacramento Observer,NP,ET,ENG,sacobserver.com,ca
Sacramento,http://sacramentooracle.com/,Sacramento Oracle,NP,GI,ENG,sacramentooracle.com,ca
Sacramento,http://sacramentopress.com/,Sacramento Press,IN,GI,ENG,sacramentopress.com,ca
Sacramento,http://www.sactownmag.com/,Sactown,MG,GI,ENG,sactownmag.com,ca
Sacramento,http://www.statehornet.com/,State Hornet,NP,CO,ENG,statehornet.com,ca
Sacramento (Natomas),http://www.natomasjournal.com/,Natomas Journal,NP,GI,ENG,natomasjournal.com,ca
Salinas,http://www.thecalifornian.com/,Californian,NP,GI,ENG,thecalifornian.com,ca
Salinas,http://www.elsoldesalinas.com/,El Sol,NP,ET,SPA,elsoldesalinas.com,ca
Salinas,http://www.kionrightnow.com/,KCBA,BC,GI,ENG,kionrightnow.com,ca
Salinas,http://www.ksbw.com/,KSBW,BC,GI,ENG,ksbw.com,ca
San Andreas,http://www.calaverasenterprise.com/,Calaveras Enterprise,NP,GI,ENG,calaverasenterprise.com,ca
San Anselmo,http://www.marinscope.com/ross_valley_reporter/,Ross Valley Reporter,NP,GI,ENG,marinscope.com,ca
San Bernardino,https://sbvcnews.wordpress.com/,Arrowhead,NP,CO,ENG,sbvcnews.wordpress.com,ca
San Bernardino,http://coyotechronicle.net/,Coyote Chronicle,NP,CO,ENG,coyotechronicle.net,ca
San Bernardino,http://iecn.com/choose-your-edition/el-chicano/,El Chicano,NP,ET,ENG,iecn.com,ca
San Bernardino,http://iecn.com/,IE Community News Group,IN,GI,ENG,iecn.com,ca
San Bernardino,http://www.icbyte.org/,Inland Catholic Byte,NP,RL,ENG,icbyte.org,ca
San Bernardino,http://www.iemediagroup.org/,Inland Empire Media Group,BC,GI,ENG,iemediagroup.org,ca
San Bernardino,http://iecn.com/choose-your-edition/inland-empire-weekly/,Inland Empire Weekly,NP,GI,ENG,iecn.com,ca
San Bernardino,http://kvcrnews.org/,KVCR,BC,GI,ENG,kvcrnews.org,ca
San Bernardino,http://online.precinctreporter.com/app.php?bookcode=,Precinct Reporter,NP,ET,ENG,online.precinctreporter.com,ca
San Bernardino,http://www.sbnews.us/,San Bernardino American,NP,ET,ENG,sbnews.us,ca
San Bernardino,http://sanbernardino.citynewsgroup.com/,San Bernardino City News,NP,GI,ENG,sanbernardino.citynewsgroup.com,ca
San Bernardino,https://sanbernardino.today/,San Bernardino News,IN,GI,ENG,sanbernardino.today,ca
San Bernardino,http://www.sbsun.com/,Sun,NP,GI,ENG,sbsun.com,ca
San Bernardino,http://www.westsidestorynewspaper.com/,Westside Story Newspaper,NP,ET,ENG,westsidestorynewspaper.com,ca
San Bruno,http://www.theskylineview.com/,Skyline View,NP,CO,ENG,theskylineview.com,ca
San Clemente,http://www.sanclementejournal.com/,San Clemente Journal,MG,GI,ENG,sanclementejournal.com,ca
San Clemente,http://www.sanclementetimes.com/,San Clemente Times,NP,GI,ENG,sanclementetimes.com,ca
San Clemente,http://epaper.ocregister.com/Olive/ODE/OCWSunPostNews/,Sun Post News,NP,GI,ENG,epaper.ocregister.com,ca
San Diego,http://ad-visorads.com/,Ad Visor,NP,SH,ENG,ad-visorads.com,ca
San Diego,http://www.thedailyaztec.com/,Daily Aztec,NP,CO,ENG,thedailyaztec.com,ca
San Diego,http://ellatinoonline.com/,El Latino,NP,ET,SPA,ellatinoonline.com,ca
San Diego,http://www.sandiegored.com/,Enlace,NP,ET,SPA,sandiegored.com,ca
San Diego,http://www.gaylesbiantimes.com/,Gay and Lesbian Times,NP,GL,ENG,gaylesbiantimes.com,ca
San Diego,http://gay-sd.com/,Gay San Diego,NP,GL,ENG,gay-sd.com,ca
San Diego,http://www.760kfmb.com/,KFMB,BC,GI,ENG,760kfmb.com,ca
San Diego,http://www.cbs8.com/,KFMB,BC,GI,ENG,cbs8.com,ca
San Diego,http://www.10news.com/,KGTV,BC,GI,ENG,10news.com,ca
San Diego,http://www.nbcsandiego.com/,KNSD,BC,GI,ENG,nbcsandiego.com,ca
San Diego,http://www.kogo.com/,KOGO,BC,GI,ENG,kogo.com,ca
San Diego,http://www.koreadaily.com/index.html?branch=SD,Korea Daily,NP,ET,KOR,koreadaily.com,ca
San Diego,http://www.kpbs.org/,KPBS,BC,GI,ENG,kpbs.org,ca
San Diego,http://fox5sandiego.com/,KSWB,BC,GI,ENG,fox5sandiego.com,ca
San Diego,http://noticias.entravision.com/san-diego/,KTCD,BC,ET,SPA,noticias.entravision.com,ca
San Diego,http://www.kusi.com/,KUSI,BC,GI,ENG,kusi.com,ca
San Diego,http://laprensa-sandiego.org/,La Prensa,NP,ET,SPA,laprensa-sandiego.org,ca
San Diego,http://www.mesapress.com/,Mesa Press,NP,CO,ENG,mesapress.com,ca
San Diego,http://www.motionsonline.org/,Motions,NP,CO,ENG,motionsonline.org,ca
San Diego,http://www.navycompass.com/,Navy Compass,NP,ML,ENG,navycompass.com,ca
